1.0C_Dch_Tmax,1.0C_Dch_Capacity,1.0C_Dch_duration,2.0C_Dch_Tmax,2.0C_Dch_Capacity,2.0C_Dch_duration,standard_dch_cycle_capacity,DCIR_1s,DCIR_SOC_1s,DCIR_2s,DCIR_SOC_2s,DCIR_4s,DCIR_SOC_4s,pulse_relaxation_timeseries,pOCV_timeseries
,,,,,,,,,,,,,,3.7806
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7804
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.7802
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.7796
,,,,,,,,,,,,,,3.7796
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.78
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7796
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.7796
,,,,,,,,,,,,,,3.7796
,,,,,,,,,,,,,,3.7796
,,,,,,,,,,,,,,3.7798
,,,,,,,,,,,,,,3.7796
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7794
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.7788
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.7792
,,,,,,,,,,,,,,3.7788
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.7788
,,,,,,,,,,,,,,3.7788
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.7788
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.7788
,,,,,,,,,,,,,,3.7788
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.779
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7788
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7786
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.778
,,,,,,,,,,,,,,3.778
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7784
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.778
,,,,,,,,,,,,,,3.778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7782
,,,,,,,,,,,,,,3.778
,,,,,,,,,,,,,,3.778
,,,,,,,,,,,,,,3.778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.778
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7778
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7776
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7772
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7774
,,,,,,,,,,,,,,3.7772
,,,,,,,,,,,,,,3.7772
,,,,,,,,,,,,,,3.7772
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.7766
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.7772
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.777
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7766
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7766
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7768
,,,,,,,,,,,,,,3.7766
,,,,,,,,,,,,,,3.7766
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7762
,,,,,,,,,,,,,,3.7766
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7762
,,,,,,,,,,,,,,3.7762
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7762
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7764
,,,,,,,,,,,,,,3.7762
,,,,,,,,,,,,,,3.7762
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.7762
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.7762
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.776
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7758
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7754
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7754
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7754
,,,,,,,,,,,,,,3.7754
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7752
,,,,,,,,,,,,,,3.7756
,,,,,,,,,,,,,,3.7754
,,,,,,,,,,,,,,3.7754
,,,,,,,,,,,,,,3.7754
,,,,,,,,,,,,,,3.7752
,,,,,,,,,,,,,,3.7754
,,,,,,,,,,,,,,3.7752
,,,,,,,,,,,,,,3.7752
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.7752
,,,,,,,,,,,,,,3.7752
,,,,,,,,,,,,,,3.7752
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.7752
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.7746
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.7746
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.7748
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.7744
,,,,,,,,,,,,,,3.7746
,,,,,,,,,,,,,,3.775
,,,,,,,,,,,,,,3.7744
,,,,,,,,,,,,,,3.7744
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7744
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.7744
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7744
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7744
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.7738
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.7742
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.7738
,,,,,,,,,,,,,,3.7738
,,,,,,,,,,,,,,3.7738
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.774
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7738
,,,,,,,,,,,,,,3.7738
,,,,,,,,,,,,,,3.7738
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7738
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7736
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.773
,,,,,,,,,,,,,,3.773
,,,,,,,,,,,,,,3.773
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.773
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.7734
,,,,,,,,,,,,,,3.773
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.773
,,,,,,,,,,,,,,3.7726
,,,,,,,,,,,,,,3.7726
,,,,,,,,,,,,,,3.7726
,,,,,,,,,,,,,,3.7732
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7726
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7726
,,,,,,,,,,,,,,3.7726
,,,,,,,,,,,,,,3.7728
,,,,,,,,,,,,,,3.7726
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7724
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.772
,,,,,,,,,,,,,,3.772
,,,,,,,,,,,,,,3.772
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.772
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.772
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7722
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7714
,,,,,,,,,,,,,,3.7714
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.772
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7714
,,,,,,,,,,,,,,3.7714
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7714
,,,,,,,,,,,,,,3.7714
,,,,,,,,,,,,,,3.771
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7716
,,,,,,,,,,,,,,3.7718
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7714
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.771
,,,,,,,,,,,,,,3.771
,,,,,,,,,,,,,,3.7714
,,,,,,,,,,,,,,3.771
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.771
,,,,,,,,,,,,,,3.771
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.771
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7708
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7712
,,,,,,,,,,,,,,3.771
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7706
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.7698
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7704
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.7698
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.77
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.77
,,,,,,,,,,,,,,3.7698
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.77
,,,,,,,,,,,,,,3.77
,,,,,,,,,,,,,,3.7702
,,,,,,,,,,,,,,3.77
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.77
,,,,,,,,,,,,,,3.7698
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.77
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7698
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7698
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7692
,,,,,,,,,,,,,,3.7696
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7692
,,,,,,,,,,,,,,3.7692
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7692
,,,,,,,,,,,,,,3.7692
,,,,,,,,,,,,,,3.7698
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7692
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.7694
,,,,,,,,,,,,,,3.7692
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.7692
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.769
,,,,,,,,,,,,,,3.7688
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7688
,,,,,,,,,,,,,,3.7688
,,,,,,,,,,,,,,3.7688
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7688
,,,,,,,,,,,,,,3.7688
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7686
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7684
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.7682
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.7676
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.7676
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.7676
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.7676
,,,,,,,,,,,,,,3.7676
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7676
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.7676
,,,,,,,,,,,,,,3.7678
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.768
,,,,,,,,,,,,,,3.7676
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7672
,,,,,,,,,,,,,,3.7672
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7672
,,,,,,,,,,,,,,3.7674
,,,,,,,,,,,,,,3.7672
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.7672
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.7672
,,,,,,,,,,,,,,3.7672
,,,,,,,,,,,,,,3.7668
,,,,,,,,,,,,,,3.7668
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.7672
,,,,,,,,,,,,,,3.7668
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7668
,,,,,,,,,,,,,,3.7668
,,,,,,,,,,,,,,3.767
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7668
,,,,,,,,,,,,,,3.7668
,,,,,,,,,,,,,,3.7664
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7664
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7664
,,,,,,,,,,,,,,3.7664
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7664
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7664
,,,,,,,,,,,,,,3.7666
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7664
,,,,,,,,,,,,,,3.766
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7664
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.766
,,,,,,,,,,,,,,3.766
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.766
,,,,,,,,,,,,,,3.766
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7662
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.766
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.7658
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.7652
,,,,,,,,,,,,,,3.7652
,,,,,,,,,,,,,,3.7652
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.7652
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.7652
,,,,,,,,,,,,,,3.7652
,,,,,,,,,,,,,,3.765
,,,,,,,,,,,,,,3.7652
,,,,,,,,,,,,,,3.7652
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.7656
,,,,,,,,,,,,,,3.7654
,,,,,,,,,,,,,,3.765
,,,,,,,,,,,,,,3.7648
